2026-07-25 23:26:05,323 | INFO | db_connect | get_db_connection | Line:62 | Successfully connected to PostgreSQL!
2026-07-26 00:57:53,060 | INFO | main | run_etl | Line:60 | MumbaiAPI data fetched succesfully
2026-07-26 00:57:53,060 | INFO | transform | transform_record | Line:22 | Record Fileds Extracted Succefulyy
2026-07-26 00:57:53,063 | INFO | db_connect | insert_into_db | Line:99 | Record inserted successfully
2026-07-26 00:57:53,700 | INFO | main | run_etl | Line:60 | HyderabadAPI data fetched succesfully
2026-07-26 00:57:53,700 | INFO | transform | transform_record | Line:22 | Record Fileds Extracted Succefulyy
2026-07-26 00:57:53,705 | INFO | db_connect | insert_into_db | Line:99 | Record inserted successfully
2026-07-26 00:57:54,328 | INFO | main | run_etl | Line:60 | BengaluruAPI data fetched succesfully
2026-07-26 00:57:54,328 | INFO | transform | transform_record | Line:22 | Record Fileds Extracted Succefulyy
2026-07-26 00:57:54,332 | INFO | db_connect | insert_into_db | Line:99 | Record inserted successfully
2026-07-26 00:57:54,944 | INFO | main | run_etl | Line:60 | ChennaiAPI data fetched succesfully
2026-07-26 00:57:54,945 | INFO | transform | transform_record | Line:22 | Record Fileds Extracted Succefulyy
2026-07-26 00:57:54,948 | INFO | db_connect | insert_into_db | Line:99 | Record inserted successfully
2026-07-26 00:57:55,599 | INFO | main | run_etl | Line:60 | KolkataAPI data fetched succesfully
2026-07-26 00:57:55,600 | INFO | transform | transform_record | Line:22 | Record Fileds Extracted Succefulyy
2026-07-26 00:57:55,607 | INFO | db_connect | insert_into_db | Line:99 | Record inserted successfully
